scenarioId,group,title,lane,status,validationScope,reason,executionMode,flowId,depositId,lineId,scheduleIds,notes,artifactPaths
"RS-030","Financial Variance","Multiple deposit lines sum to too much commission","deterministic","pass-pending-ui-review","scenario-proof","","browser-live","rs030-manytoone-commission-overage","966231bc-cb23-4f41-b443-44136ea118cb","f4c68d80-d16d-4fef-a12e-d4e11bb91363","bc5393d9-891b-4dea-ab07-9fd981017708","Fixture semantics: combined deposit totals 1000 usage and 104 commission against the target schedule expectation of 1000 usage and 100 commission. | This run uses the intended RS-030 commission-overage ManyToOne fixture, not the older shape-only grouped shortcut. | Line f4c68d80-d16d-4fef-a12e-d4e11bb91363 returned 1 candidate(s) including bc5393d9-891b-4dea-ab07-9fd981017708. | Line b0dd843b-53d9-4d65-b78d-a8839029b087 returned 1 candidate(s) including bc5393d9-891b-4dea-ab07-9fd981017708. | Line cf7c2802-e2ee-44bf-8171-d118e8ca6cc0 returned 1 candidate(s) including bc5393d9-891b-4dea-ab07-9fd981017708. | The grouped preview correctly blocked direct ManyToOne apply before match submission. | error:many_to_one_mixed_rate_requires_replacement:You can't match this directly because the selected lines use different commission rates (10.29%, 11.20%, 10.00%). Replace the bundle with individual schedules instead. | This row is now classified as an expected mixed-rate replacement outcome, not as a direct-match blocker. | Remaining gap: attach dedicated browser proof for the replacement workflow itself if final acceptance requires full rip-and-replace UI coverage.","test-results/reconciliation-suite--RS-0-4b0b5--sum-to-too-much-commission-chromium/rs-030-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-4b0b5--sum-to-too-much-commission-chromium/rs-030-generic-mto1-preview-blocked.png"
"RS-031","Financial Variance","Multiple deposit lines sum to too little commission","deterministic","pass-pending-ui-review","scenario-proof","","browser-live","rs031-manytoone-commission-underage","d5a68c1c-5f95-49d2-86d1-a96cb7bba7a0","fb645457-ba8c-4639-97cf-4569cebc8846","bc5393d9-891b-4dea-ab07-9fd981017708","Fixture semantics: combined deposit totals 1000 usage and 88 commission against the target schedule expectation of 1000 usage and 100 commission. | This run uses the intended RS-031 commission-underage ManyToOne fixture, not the older shape-only grouped shortcut. | Line fb645457-ba8c-4639-97cf-4569cebc8846 returned 1 candidate(s) including bc5393d9-891b-4dea-ab07-9fd981017708. | Line ad9c0715-9302-4bd8-b670-c3d036d2f354 returned 1 candidate(s) including bc5393d9-891b-4dea-ab07-9fd981017708. | Line ec57b3f0-3723-4bbb-a292-4f215ad9aaff returned 1 candidate(s) including bc5393d9-891b-4dea-ab07-9fd981017708. | The grouped preview correctly blocked direct ManyToOne apply before match submission. | error:many_to_one_mixed_rate_requires_replacement:You can't match this directly because the selected lines use different commission rates (9.00%, 8.86%, 8.40%). Replace the bundle with individual schedules instead. | This row is now classified as an expected mixed-rate replacement outcome, not as a direct-match blocker. | Remaining gap: attach dedicated browser proof for the replacement workflow itself if final acceptance requires full rip-and-replace UI coverage.","test-results/reconciliation-suite--RS-0-596f6-um-to-too-little-commission-chromium/rs-031-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-596f6-um-to-too-little-commission-chromium/rs-031-generic-mto1-preview-blocked.png"
"RS-032","Financial Variance","Special payout creates extra commission dollars","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-aec9f-es-extra-commission-dollars-chromium/rs-032-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-aec9f-es-extra-commission-dollars-chromium/rs-032-generic-1to1-applied.png"
"RS-033","Financial Variance","Current commission includes prior recovery amount","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-46600-ludes-prior-recovery-amount-chromium/rs-033-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-46600-ludes-prior-recovery-amount-chromium/rs-033-generic-1to1-applied.png"
"RS-034","Rate Variance","Actual rate lower than expected","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","fe5e4fe1-d816-4826-ba7f-5dcc73e4e83e","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-ceb2c-al-rate-lower-than-expected-chromium/rs-034-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-ceb2c-al-rate-lower-than-expected-chromium/rs-034-generic-1to1-applied.png"
"RS-035","Rate Variance","Actual rate higher than expected","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","42bc2596-04aa-4fb4-b9e2-64c507e0ab03","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-e6b5f-l-rate-higher-than-expected-chromium/rs-035-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-e6b5f-l-rate-higher-than-expected-chromium/rs-035-generic-1to1-applied.png"
"RS-036","Rate Variance","Classic lower-rate mismatch","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","fe5e4fe1-d816-4826-ba7f-5dcc73e4e83e","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-6b5c3-Classic-lower-rate-mismatch-chromium/rs-036-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-6b5c3-Classic-lower-rate-mismatch-chromium/rs-036-generic-1to1-applied.png"
"RS-037","Rate Variance","Classic higher-rate mismatch","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","42bc2596-04aa-4fb4-b9e2-64c507e0ab03","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-6c5bc-lassic-higher-rate-mismatch-chromium/rs-037-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-6c5bc-lassic-higher-rate-mismatch-chromium/rs-037-generic-1to1-applied.png"
"RS-038","Rate Variance","Derived rate disagrees with stored expected rate but paid dollars are internally consistent","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-e36c3-s-are-internally-consistent-chromium/rs-038-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-e36c3-s-are-internally-consistent-chromium/rs-038-generic-1to1-applied.png"
"RS-039","Rate Variance","Carrier-provided rate field does not equal actual commission/usage math","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-0c318-ctual-commission-usage-math-chromium/rs-039-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-0c318-ctual-commission-usage-math-chromium/rs-039-generic-1to1-applied.png"
"RS-040","Rate Variance","Actual rate changes and should apply forward","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-8c6ab-es-and-should-apply-forward-chromium/rs-040-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-8c6ab-es-and-should-apply-forward-chromium/rs-040-generic-1to1-applied.png"
"RS-041","Rate Variance","Actual rate differs for a single schedule only","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-12e59--for-a-single-schedule-only-chromium/rs-041-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-12e59--for-a-single-schedule-only-chromium/rs-041-generic-1to1-applied.png"
"RS-042","Rate Variance","One deposit line spans schedules with different expected rates","deterministic","pass-pending-ui-review","scenario-proof","","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","Current runtime shape matches the shared grouped workflow fixture, so this row is counted as provisional workflow coverage only. | The exact row-specific 1:M or bundle-specific behavior is not yet proven with a distinct fixture. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-8c075-th-different-expected-rates-chromium/rs-042-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-8c075-th-different-expected-rates-chromium/rs-042-generic-mto1-applied.png"
"RS-043","Rate Variance","Multiple deposit lines create weighted actual rate different from expected","deterministic","pass-pending-ui-review","scenario-proof","","browser-live","rs043-manytoone-weighted-rate","f660e6fe-9c1c-45d1-b172-5ed13d89bb2d","0df95f40-0d53-4d69-b06f-c5c8462d6c59","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","Dedicated RS-043 fixture totals 1000 usage and 150 commission against a target schedule expecting 1000 usage and 160 commission. | Expected rate should remain 16.0000% while the grouped weighted actual rate should compute to 15.0000%. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 0df95f40-0d53-4d69-b06f-c5c8462d6c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 554730da-eb12-4fcc-9f55-1ed72af29b88 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 9f64f22e-a9e5-4ec5-b8e6-4ae3f4797d2e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | RS-043 grouped preview math: expected rate 16.0000% from usage 1000.00 and commission 160.00. | RS-043 grouped preview math: actual weighted rate 15.0000% from usage 1000.00 and commission 150.00. | RS-043 row-specific proof: grouped weighted actual rate differs from expected by -1.0000 percentage points. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-e808c-ate-different-from-expected-chromium/rs-043-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-e808c-ate-different-from-expected-chromium/rs-043-generic-mto1-applied.png"
"RS-044","Rate Variance","Carrier pays no commission rate on active bill","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","fe5e4fe1-d816-4826-ba7f-5dcc73e4e83e","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-2c645-mission-rate-on-active-bill-chromium/rs-044-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-2c645-mission-rate-on-active-bill-chromium/rs-044-generic-1to1-applied.png"
"RS-045","Rate Variance","Derived actual rate materially above expected norms","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","42bc2596-04aa-4fb4-b9e2-64c507e0ab03","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-c6913-rially-above-expected-norms-chromium/rs-045-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-c6913-rially-above-expected-norms-chromium/rs-045-generic-1to1-applied.png"
"RS-046","Combined Variance","Usage lower and rate different","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","fe5e4fe1-d816-4826-ba7f-5dcc73e4e83e","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-c6f9b-ge-lower-and-rate-different-chromium/rs-046-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-c6f9b-ge-lower-and-rate-different-chromium/rs-046-generic-1to1-applied.png"
"RS-047","Combined Variance","Usage higher and rate different","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","42bc2596-04aa-4fb4-b9e2-64c507e0ab03","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-14bc2-e-higher-and-rate-different-chromium/rs-047-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-14bc2-e-higher-and-rate-different-chromium/rs-047-generic-1to1-applied.png"
"RS-048","Combined Variance","Usage exact but paid commission not supported by expected or derived rate","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-e7ab4-by-expected-or-derived-rate-chromium/rs-048-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-e7ab4-by-expected-or-derived-rate-chromium/rs-048-generic-1to1-applied.png"
"RS-049","Combined Variance","Paid commission ties to deposit math, but not to schedule expectation","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-46299-not-to-schedule-expectation-chromium/rs-049-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-46299-not-to-schedule-expectation-chromium/rs-049-generic-1to1-applied.png"
"RS-050","Combined Variance","Usage, rate, and commission all inconsistent","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-1188f-commission-all-inconsistent-chromium/rs-050-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-1188f-commission-all-inconsistent-chromium/rs-050-generic-1to1-applied.png"
"RS-051","Combined Variance","Usage and commission both misallocated across multiple schedules","deterministic","pass-pending-ui-review","scenario-proof","","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","Current runtime shape matches the shared grouped workflow fixture, so this row is counted as provisional workflow coverage only. | The exact row-specific 1:M or bundle-specific behavior is not yet proven with a distinct fixture. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-6b95f-d-across-multiple-schedules-chromium/rs-051-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-6b95f-d-across-multiple-schedules-chromium/rs-051-generic-mto1-applied.png"
"RS-052","Combined Variance","Some deposit lines align, others conflict against one schedule","needs-clarification","pass-pending-ui-review","runtime-path-validation","","browser-live","generic-mto1-combined-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","This run is labeled as runtime-path validation only. | It validates the grouped ManyToOne harness path after remapping, not final proof of the row-specific business scenario. | This run should be treated as runtime-path validation only. | The mapped generic grouped fixture is now a true ManyToOne shape, but it is still representative grouped-family coverage rather than row-specific business proof. | Grouped fixture exposed a valid ManyToOne path for 3 deposit line(s) into schedule 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line b206178c-5f7e-44a4-9455-b017ff854d13 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line 2b4d9b75-d7dc-4125-a199-01d70e0c2c59 returned 1 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Line fba76747-c604-412c-8f1b-4f03b7600a6e returned 3 candidate(s) including 1274ec2a-54c2-4dcb-9185-6f1cee0de73c. | Preview/apply succeeded using match type ManyToOne. | API and deposit detail both showed every grouped deposit line as fully allocated after apply. | No variance-resolution prompt was required for the grouped apply path. | The grouped fixture was restored after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-26b7f-nflict-against-one-schedule-chromium/rs-052-generic-mto1-candidates.png|test-results/reconciliation-suite--RS-0-26b7f-nflict-against-one-schedule-chromium/rs-052-generic-mto1-applied.png"
"RS-053","Combined Variance","Part of deposit reconciles exactly and remainder carries variance","deterministic","pass","scenario-proof","","browser-live","generic-partial-review","699a0e77-69d6-485c-ba8e-ddacd988ecf8","1c37b342-821a-4b28-9e51-db131e84f780","098200f0-c427-4e12-92d5-1c398263f851","Imported generic partial fixture was partially applied with 300 usage and 24 commission. | API and deposit detail both showed Partially Matched status with a non-zero remainder still open. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-c94ec--remainder-carries-variance-chromium/rs-053-generic-partial-applied.png"
"RS-054","Combined Variance","Opposing signals create abnormal effective rate","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-9e690-ate-abnormal-effective-rate-chromium/rs-054-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-9e690-ate-abnormal-effective-rate-chromium/rs-054-generic-1to1-applied.png"
"RS-055","Combined Variance","Higher bill with lower paid commission","deterministic","pass","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","42bc2596-04aa-4fb4-b9e2-64c507e0ab03","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 was directly applied and persisted as a full match. | An older shared-fixture collision still exists in the candidate list, but the direct target schedule apply path now proves the row can complete successfully. | The fixture was restored to Unmatched after verification so the shared TEST data stays reusable.","test-results/reconciliation-suite--RS-0-a1676--with-lower-paid-commission-chromium/rs-055-generic-1to1-candidates.png|test-results/reconciliation-suite--RS-0-a1676--with-lower-paid-commission-chromium/rs-055-generic-1to1-applied.png"
"RS-056","Data Quality","Distributor and vendor match but secondary metadata sparse","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-0-1237e-t-secondary-metadata-sparse-chromium/rs-056-generic-1to1-candidates.png"
"RS-057","Data Quality","Primary fields match but one secondary ID differs","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-0-82475-ut-one-secondary-ID-differs-chromium/rs-057-generic-1to1-candidates.png"
"RS-058","Data Quality","Standard fields weak, Additional Information field confirms schedule","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-0-a2160-ion-field-confirms-schedule-chromium/rs-058-generic-1to1-candidates.png"
"RS-059","Data Quality","Names differ but stronger IDs align","ui-review","pass-pending-ui-review","scenario-proof","","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","Imported generic 1:1 line returned 2 live candidate(s). | The intended generic schedule 098200f0-c427-4e12-92d5-1c398263f851 is present in the candidate set. | Current shared TEST data still includes an older DW Realty collision, so this remains candidate-stage evidence rather than a deterministic final pass.","test-results/reconciliation-suite--RS-0-41346-ffer-but-stronger-IDs-align-chromium/rs-059-generic-1to1-candidates.png"
