Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,02.01.002,Contacts - 2-1-Main Page-Contacts List,Extension,Extension,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Contact Form,,,Yes,No,Reference - Contact Record,Number,124,Numerical,,,
,02.01.003,Contacts - 2-1-Main Page-Contacts List,Work Phone,Work_Phone,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Contact Form,,,Yes,No,,Phone,678-453-5556,xxx-xxx-xxxx,,,
,02.01.004,Contacts - 2-1-Main Page-Contacts List,Contact Type,Contact_Type,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Contact Form,,Yes,Yes,No,From Account Record,Text,Customer,Proper Text Format,,,
,02.01.005,Contacts - 2-1-Main Page-Contacts List,Email Address,Email_Address,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Contact Form,,,Yes,No,,Email,jim@ford.com,proper email format,,,
,02.01.006,Contacts - 2-1-Main Page-Contacts List,Job Title,Job_Title,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Contact Form,,,Yes,No,,Text,CEO,Proper Text Format,,,
,02.01.007,Contacts - 2-1-Main Page-Contacts List,Mobile,Mobile,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Contact Form,,,Yes,No,,Phone,678-453-5557,xxx-xxx-xxxx,,,
Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,02.03.000,Contacts - 2-3-Contact Detail Page - Top Section ,Suffix,Suffix,Data is displayed after Create new Contact Form is Completed,"List provided on Google Drive, sorted A-Z",,Yes,No,"Mr, Ms., Mrs., Dr. are options.  Default to blank",Drop Down with Options,Mr.,Proper Text Format,,,
,02.03.001,Contacts - 2-3-Contact Detail Page - Top Section ,First Name,First_Name,Data is displayed after Create new Contact Form is Completed,,,Yes,No,Edited here,Text,Jim,Proper Text Format,,,
,02.03.002,Contacts - 2-3-Contact Detail Page - Top Section ,Last Name,Last_Name,Data is displayed after Create new Contact Form is Completed,,,Yes,No,Edited here,Text,Ford,Proper Text Format,,,
,02.03.003,Contacts - 2-3-Contact Detail Page - Top Section ,Account Name,Account_Name,Data is displayed after Create new Contact Form is Completed,,,Yes,No,reference related account,Text,"Nike, Inc.",Proper Text Format,,,
,02.03.004,Contacts - 2-3-Contact Detail Page - Top Section ,Job Title,Job_Title,Data is displayed after Create new Contact Form is Completed,,,Yes,No,,Text,CEO,Proper Text Format,,,
,02.03.005,Contacts - 2-3-Contact Detail Page - Top Section ,Work Phone,Work_Phone,Data is displayed after Create new Contact Form is Completed,,,Yes,No,,Phone,678-453-5558,xxx-xxx-xxxx,,,
,02.03.006,Contacts - 2-3-Contact Detail Page - Top Section ,Extension,Extension,Data is displayed after Create new Contact Form is Completed,,,Yes,No,Reference - Contact Record,Number,126,Numerical,,,
,02.03.007,Contacts - 2-3-Contact Detail Page - Top Section ,Mobile,Mobile,Data is displayed after Create new Contact Form is Completed,,,Yes,No,,Phone,678-453-5559,xxx-xxx-xxxx,,,
,02.03.008,Contacts - 2-3-Contact Detail Page - Top Section ,Shipping Address,Shipping_Address,"This displays the Concatenation of the""Ship To"" Fields on the related account",,Yes,Yes,No,concatenate shipping address fields from Account Record,Formula,1 Main Street  Dover DE 300021,Proper Text Format,,,
,02.03.009,Contacts - 2-3-Contact Detail Page - Top Section ,Contact Type,Contact_Type,"This displays the ""Account Type"" of the related Account",,Yes,Yes,No,referenced from Account Record,Reference - Account Record,Customer,Proper Text Format,,,
,02.03.010,Contacts - 2-3-Contact Detail Page - Top Section ,Active (Y/N),Active_(Y/N),Data is displayed after Create new Contact Form is Completed,"Toggle defaults ""Yes"", Toggle for ""No""",,Yes,No,"Default ""Yes""",Toggle Button,Yes,Proper Text Format,,,
,02.03.011,Contacts - 2-3-Contact Detail Page - Top Section ,Email Address,Email_Address,Data is displayed after Create new Contact Form is Completed,,,Yes,No,,Email,jim@ford.com,proper email format,,,
,02.03.012,Contacts - 2-3-Contact Detail Page - Top Section ,Contact ID,Contact_ID,Data is autogenerated but not displayed after Create new Contact Form is Completed(HIDDEN),,Yes,Yes,No,Autonumbered if creating new,General,1235123AA,Numerical,,,
,02.03.013,Contacts - 2-3-Contact Detail Page - Top Section ,Description,Description,Data is displayed after Create new Contact Form is Completed,,,Yes,No,Proper,Text,These guys are developers,Text Long,,,
Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,02.04.000,Contacts - 2-4-Contact Detail Page - Activities and Notes Tab,Activity ID,Activity_ID,"Created upon successful completion of the ""Create New"" Activity Form.  (HIDDEN)",Hidden (autogenerated),Yes,Yes,No,Hidden (autogenerated),Numerical,123532,Numerical,,,
,02.04.001,Contacts - 2-4-Contact Detail Page - Activities and Notes Tab,Activity Date,Activity_Date,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Activity Form,,,Yes,No,Display from Activity Detail Page,Date,2025-04-28,YYYY-MM-DD,,,
,02.04.002,Contacts - 2-4-Contact Detail Page - Activities and Notes Tab,Activity Type,Activity_Type,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Activity Form,Always sort options A-Z,,Yes,No,"""Call"", ""Meeting"", ""ToDo"", ""Note"" or ""Other""",Drop Down with Options,Call,Proper Text Format,,,
,02.04.003,Contacts - 2-4-Contact Detail Page - Activities and Notes Tab,Activity Owner,Activity_Owner,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Activity Form,,,Yes,No,"Look up contact with ""House"" Account Type, A-Z",Drop Down with Options,Rob Hosef,Proper Text Format,,,
,02.04.004,Contacts - 2-4-Contact Detail Page - Activities and Notes Tab,Activity Description,Activity_Description,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Activity Form,,,Yes,No,Display from Activity Detail Page,Text Long,Follow up on ideas,Text - Long,,,
,02.04.005,Contacts - 2-4-Contact Detail Page - Activities and Notes Tab,Activity Status,Activity_Status,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Activity Form,Always sort options A-Z,,Yes,No,"""Open"" or ""Completed""",Drop Down with Options,Call,Proper Text Format,,,
,02.04.006,Contacts - 2-4-Contact Detail Page - Activities and Notes Tab,Attachment,Attachment,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Activity Form,,,Yes,No,"Is this needed? Can we use a hyperlink from ""File Name"" field?",Action,File,Proper Text Format,,,
,02.04.007,Contacts - 2-4-Contact Detail Page - Activities and Notes Tab,File Name (Link),File_Name,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Activity Form,,,Yes,No,Can this be linked to the file?,Text/Hyperlink,Lingo Price Guide.doc,File Hyperlink,,,
Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,02.05.000,Contacts - 2-5-Contact Detail Page - Activity Tab - Create New Activity Popup,Activity ID,Activity_ID,"Created upon successful completion of the ""Create New"" Activity Form.  (HIDDEN)",,Yes,Yes,No,Hidden (autogenerated),Numerical,123532,Numerical,,,
,02.05.001,Contacts - 2-5-Contact Detail Page - Activity Tab - Create New Activity Popup,Activity Date,Activity_Date,Data is entered here. Defaults to today's date.  User can edit,Defaults to Today's Date,,Yes,Yes,Display from Activity Detail Page,Date,2025-04-28,YYYY-MM-DD,,,
,02.05.002,Contacts - 2-5-Contact Detail Page - Activity Tab - Create New Activity Popup,Activity Type,Activity_Type,Data is entered here.,Always sort options A-Z,,No,Yes,"""Call"", ""Meeting"", ""ToDo"", ""Note"" or ""Other""",Drop Down with Options,Call,Proper Text Format,,,
,02.05.003,Contacts - 2-5-Contact Detail Page - Activity Tab - Create New Activity Popup,Activity Owner,Activity_Owner,"Data is entered here, but system defaults to the current House user record",,,Yes,Yes,"Look up contact with ""House"" Account Type, A-Z",Drop Down with Options,Rob Hosef,Proper Text Format,,,
,02.05.004,Contacts - 2-5-Contact Detail Page - Activity Tab - Create New Activity Popup,Activity Description,Activity_Description,Data is entered here,,,No,Tes,,Text Long,Follow up on ideas,Text - Long,,,
Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,02.06.000,Contacts - 2-6-Contact Detail Page - Opportunities Tab,Close Date,Close_Date,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Opportunity Form,If this Opportunity Contact Role = Not Null,,Yes,No,Displays from Opportunity Record,Date,2025-03-01,YYYY-MM-DD,,,
,02.06.001,Contacts - 2-6-Contact Detail Page - Opportunities Tab,Opportunity Name,Opportunity_Name,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Opportunity Form,If this Opportunity Contact Role = Not Null,,Yes,No,Displays from Opportunity Record,Text,Telarus-Lingo-UCaaS-1 Seat-36mo,Proper Text Format,,,
,02.06.002,Contacts - 2-6-Contact Detail Page - Opportunities Tab,Opportunity Stage,Opportunity_Stage,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Opportunity Form,,,Yes,No,Displays from Opportunity Record,Drop Down with Options,1. Needs Analysis,Proper Text Format,,,
,02.06.003,Contacts - 2-6-Contact Detail Page - Opportunities Tab,Order ID - House,Order_ID_House,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Opportunity Form,If this Opportunity Contact Role = Not Null,Yes,Yes,No,Displays from Opportunity Record,General,H31,General,,,
,02.06.004,Contacts - 2-6-Contact Detail Page - Opportunities Tab,Owner,Owner,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Opportunity Form,Full Name field for Contact,,Yes,No,Displays from Opportunity Record,Type Ahead Lookup,Mr. Rob Hosef,Full Name Field,,,
,02.06.005,Contacts - 2-6-Contact Detail Page - Opportunities Tab,Subagent,Subagent,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Opportunity Form,,,Yes,No,Displays from Opportunity Record,Type Ahead Lookup,Mike McDonald,Proper Text Format,,,
,02.06.006,Contacts - 2-6-Contact Detail Page - Opportunities Tab,Account ID - Vendor,Account_ID_Vendor,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Opportunity Form,,,Yes,No,Displays from Opportunity Record,General,AI35,General,,,
,02.06.007,Contacts - 2-6-Contact Detail Page - Opportunities Tab,Customer ID - Vendor,Customer_ID_Vendor,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Opportunity Form,If this Opportunity Contact Role = Not Null,,Yes,No,Displays from Opportunity Record,General,1235,General,,,
,02.06.008,Contacts - 2-6-Contact Detail Page - Opportunities Tab,Location ID,Location_ID,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Opportunity Form,If this Opportunity Contact Role = Not Null,,Yes,No,Displays from Opportunity Record,General,111,General,,,
,02.06.009,Contacts - 2-6-Contact Detail Page - Opportunities Tab,Order ID - Vendor,Order_ID_Vendor,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Opportunity Form,If this Opportunity Contact Role = Not Null,,Yes,No,Displays from Opportunity Record,General,H35,General,,,
Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,02.07.000,Contacts - 2-7-Contact Detail Page - Groups Tab,Active (Y/N),Active_(Y/N),Dynamic Column Feature here…all fields should be avaialble to display. Data from New Group Form,"Yes, No, default Yes""",,Yes,No,Displays from Opportunity Record,Toggle,Yes,Proper Text Format,,,
,02.07.001,Contacts - 2-7-Contact Detail Page - Groups Tab,Group Name,Group_Name,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Group Form,,,Yes,No,,Text ,Customers North Amer,Proper Text Format,,,
,02.07.002,Contacts - 2-7-Contact Detail Page - Groups Tab,Group Description,Group_Description,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Group Form,,,Yes,No,,Text Long,clients who work in Georgia,Proper Text Format,,,
,02.07.003,Contacts - 2-7-Contact Detail Page - Groups Tab,Group Owner,Group_Owner,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Group Form,,,Yes,No,,Type Ahead Lookup,Rob Hosef,Proper Text Format,,,
,02.07.004,Contacts - 2-7-Contact Detail Page - Groups Tab,Public/Private,Public_Private,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Group Form,,,Yes,No,"Private, Public",Drop Down with Options,Private (Default),Proper Text Format,,,
Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,02.08.000,Contacts - 2-8-Main Page - Create New Groups Popup,Group Name,Group_Name,Data is entered here.,,,Yes,Yes,,Text,Customers North Amer,Proper Text Format,,,
,02.08.001,Contacts - 2-8-Main Page - Create New Groups Popup,Group Type,Group_Type,Data is entered here.,,,No,Yes,,Text Long,clients who work in Georgia,Proper Text Format,,,
,02.08.002,Contacts - 2-8-Main Page - Create New Groups Popup,Group Owner,Group_Owner,Data is entered here.  Defaults to current user record,,,Yes,Yes,"Lookup (all Contacts with an Account Type = ""House"")",Lookup,Rob Hosef,Proper Text Format,,,
,02.08.003,Contacts - 2-8-Main Page - Create New Groups Popup,Group Description,Group_Description,Data is entered here.,,,No,Yes,,Text Long,clients who work in Georgia,Proper Text Format,,,
,02.08.004,Contacts - 2-8-Main Page - Create New Groups Popup,Public/Private,Public_Private,"Data is entered here on the Create New Group Form Action *FIELD IS MISSING*, Defaults to ""Public(Yes)""",,,Yes,Yes,"Private, Public",Drop Down with Options,Private (Default),Proper Text Format,,,
,02.08.005,Contacts - 2-8-Main Page - Create New Groups Popup,Active (Y/N),Active_(Y/N),Data is entered here. Defaults to Active,,,Yes,Yes,"Private, Public",Drop Down with Options,Private (Default),Proper Text Format,,,
Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,02.09.000,Contacts - 2-9-Main Page - Group Details Page,Active (Y/N),Active_(Y/N),Dynamic Column Feature here…all fields should be avaialble to display. Data from New Group Form,"Toggle defaults ""Yes"", Toggle for ""No""",,Yes,No,"Default ""Yes""",Toggle,Yes,Proper Text Format,,,
,02.09.001,Contacts - 2-9-Main Page - Group Details Page,Group Name,Group_Name,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Group Form,,,Yes,No,Text,Text,Customers North Amer,Proper Text Format,,,
,02.09.002,Contacts - 2-9-Main Page - Group Details Page,Group Description,Group_Description,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Group Form,,,Yes,No,Text Long,Text Long,clients who work in Georgia,Proper Text Format,,,
,02.09.003,Contacts - 2-9-Main Page - Group Details Page,Group Owner,Group_Owner,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Group Form,,,Yes,No,Lookup A-Z of house contacts,Type Ahead Lookup,Rob Hosef,Proper Text Format,,,
,02.09.004,Contacts - 2-9-Main Page - Group Details Page,Public/Private,Public_Private,Dynamic Column Feature here…all fields should be avaialble to display. Data from New Group Form,,,Yes,No,"Private, Public",Drop Down with Options,Private (Default),Proper Text Format,,,
Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,03.01.000,Opportunities-3-1-Detail Page - List of Opportunities,Close Date,Close_Date,From Opportunity Detail View,These fields come from the Dyamic Column selections,,Yes,,,Date,2025-04-07,YYYY-MM-DD,,,
,03.01.001,Opportunities-3-1-Detail Page - List of Opportunities,Account Legal Name,Account_Legal_Name,From Opportunity Detail View,These fields come from the Dyamic Column selections,,Yes,,,Text,Algave LLC,Proper Text Format,,,
,03.01.002,Opportunities-3-1-Detail Page - List of Opportunities,Opportunity Name,Opportunity_Name,From Opportunity Detail View,These fields come from the Dyamic Column selections,,Yes,,This is hyperlinked to the Opportunity Detail Page - 3-2,Text,Ford-Telarus-Lingo-CCaaS-1Seat,Proper Text Format,,,
,03.01.003,Opportunities-3-1-Detail Page - List of Opportunities,Opportunity Stage,Opportunity_Stage,From Opportunity Detail View,These fields come from the Dyamic Column selections,,Yes,,,Drop Down with Options,1. Needs Analysis,Proper Text Format,,,
,03.01.004,Opportunities-3-1-Detail Page - List of Opportunities,Order ID - House,Order_ID_House,From Opportunity Detail View,These fields come from the Dyamic Column selections,,Yes,,,General,H32,General,,,
,03.01.005,Opportunities-3-1-Detail Page - List of Opportunities,Account ID - Vendor,Account_ID_Vendor,From Opportunity Detail View,These fields come from the Dyamic Column selections,,Yes,,,General,AI37,General,,,
,03.01.006,Opportunities-3-1-Detail Page - List of Opportunities,Customer ID - Vendor,Customer_ID_Vendor,From Opportunity Detail View,These fields come from the Dyamic Column selections,,Yes,,,General,1235,General,,,
,03.01.007,Opportunities-3-1-Detail Page - List of Opportunities,Location ID,Location_ID,From Opportunity Detail View,These fields come from the Dyamic Column selections,,Yes,,,General,112,General,,,
,03.01.008,Opportunities-3-1-Detail Page - List of Opportunities,Opportunity ID,Opportunity_ID,From Opportunity Detail View,These fields come from the Dyamic Column selections,,Yes,,,Numerical,B1110,Numerical,,,
Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,03.02.001,Opportunities-3-2-Opportunity - Detail Page - Tab - Upper Section,Opportunity ID,Opportunity_ID,Autogenerated when new Opportunity is created from an Account Record,AutoGenerated,Yes,Yes,No,This is missing from layout,Numerical,1111111,Numerical,,,
,03.02.002,Opportunities-3-2-Opportunity - Detail Page - Tab - Upper Section,Opportunity Name,Opportunity_Name,From Create new Opportunity Form,,No,No,Yes,,Text,Ford-Telarus-Lingo-CCaaS-1Seat,Proper Text Format,,,
,03.02.003,Opportunities-3-2-Opportunity - Detail Page - Tab - Upper Section,Account Name,Account_Name,From Account Record,,No,Yes,N/A,,Text,Ford Motors,Proper Text Format,,,
,03.02.004,Opportunities-3-2-Opportunity - Detail Page - Tab - Upper Section,Account Legal Name,Account_Legal_Name,From Account Record,,No,Yes,N/A,,Text,Algave LLC,Proper Text Format,,,
,03.02.005,Opportunities-3-2-Opportunity - Detail Page - Tab - Upper Section,Subagent,Subagent,From Create new Opportunity Form,Full Name Field,No,"Default to ""None""",No,"User selects any contact with type ""Subagent"" or default = ""None""",Type Ahead Lookup,Mike McDonald,Proper Text Format,,,
,03.02.006,Opportunities-3-2-Opportunity - Detail Page - Tab - Upper Section,Owner,Owner,From Account Record,Reference : Full Name field for Contact,No,Defaults to Current User,Yes,"Lookup (all Contacts with an Account Type = ""House"")",Type Ahead Lookup,Mr. Rob Hosef,Full Name Field,,,
,03.02.007,Opportunities-3-2-Opportunity - Detail Page - Tab - Upper Section,Opportunity Stage,Opportunity_Stage,"Defaults to ""1. Needs Analysis"" upon New Opp Form Creation",By ascending number order,No,Default to 1.,Yes,"a.     Qualification, Discovery, Proposal, Negotiation, On Hold, Closed Lost, Closed Won – Provisioning (replacing the label “Closed Won”, A small clarification on my end), “Closed Won – Provisioning” is the step in which we’ve got signature, but the billing hasn’t started.  For coding, if a single Opportunity Product has a status of “Active – Billing ” then the system will keep this Opportunity labeled “Closed Won – Billing”. , Closed Won – Billing. , Closed Won – Billing Ended (If all products are designated “Billing Ended” once all Opportunity Products are set to “Billing Ended”)",Drop Down with Options,1. Needs Analysis,Proper Text Format,,,
,03.02.008,Opportunities-3-2-Opportunity - Detail Page - Tab - Upper Section,Close Date,Close_Date,Defaults to Today's date,,No,Defaults to Today's Date,Yes,From Create new Opportunity Form,Date,2025-04-07,YYYY-MM-DD,,,
,03.02.009,Opportunities-3-2-Opportunity - Detail Page - Tab - Upper Section,Referred By,Referred_By,From Create new Opportunity Form,,No,"Defaults to ""None""",No,all contacts available here,Type Ahead Lookup,Rob Hosef,Proper Text Format,,,
,03.02.010,Opportunities-3-2-Opportunity - Detail Page - Tab - Upper Section,Shipping Address,Shipping_Address,"From Account Record (Concatenated Account Bill To Address Fields, Street, Street2, City, State, Zip.  No Country","concatenate shipping addresses.  Street, Street2,City,State,ZipCode",Yes,Yes,Yes,,Formula,2 Main Street  Dover DE 300021,Proper Text Format,,,
,03.02.011,Opportunities-3-2-Opportunity - Detail Page - Tab - Upper Section,Billing Address,Billing_Address,"From Account Record (Concatenated Account Ship To Address Fields, Street, Street2, City, State, Zip.  No Country","concatenated billing address fields. Street,Street2, City,state, zip",Yes,Yes,Yes,,Formula,"2 Main Street, Ponte Vedra, FL 32222",Proper Text Format,,,
,03.02.012,Opportunities-3-2-Opportunity - Detail Page - Tab - Upper Section,Subagent %,Subagent_%,From Create new Opportunity Form.  All 3 must = 100.00%,,No,Yes,Yes,,Percentage,20.00%,XX.XX%,,,
,03.02.013,Opportunities-3-2-Opportunity - Detail Page - Tab - Upper Section,House Rep %,House_Rep_%,From Create new Opportunity Form.  All 3 must = 100.00%,,No,Yes,Yes,,Percentage,11.00%,X.XX%,,,
,03.02.014,Opportunities-3-2-Opportunity - Detail Page - Tab - Upper Section,House Split %,House_Split_Percent,From Create new Opportunity Form.  All 3 must = 100.00%,(100.00% - (Subagent % + House Rep %)),No,Yes,Yes,This value is calculated by taking 100% and subtracting the % from the two reps,Percentage,34.00%,X.XX%,,,
,03.02.015,Opportunities-3-2-Opportunity - Detail Page - Tab - Upper Section,Opportunity Description,Opportunity_Description,From Create new Opportunity Form,,No,Yes,No,,Text,This is for Consulting,Text Long,,,
Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,03.03.000,Opportunities-3-3-Opportunity - Detail Page - Tab - Products,Product Billing Status,Product_Billing_Status,These fields come from the Dyamic Column selections and are suggested,,,Yes,No,"Can delete a product, but will remove open schedules",,"Active - Billing, Closed - Billing Ended",Proper Text Format,,,
,03.03.001,Opportunities-3-3-Opportunity - Detail Page - Tab - Products,Product Name - Vendor,Product_Name_Vendor,These fields come from the Dyamic Column selections and are suggested,,,Yes,No,"Can delete a product, but will remove open schedules",,UCaaS - 1 Seat,Proper Text Format,,,
,03.03.002,Opportunities-3-3-Opportunity - Detail Page - Tab - Products,Part Number - Vendor,Part_Number_Vendor,These fields come from the Dyamic Column selections and are suggested,,,Yes,No,"Can delete a product, but will remove open schedules",,Comm Pro UCaaS,General,,,
,03.03.003,Opportunities-3-3-Opportunity - Detail Page - Tab - Products,Product Name - House,Product_Name_House,These fields come from the Dyamic Column selections and are suggested,,,Yes,No,"Can delete a product, but will remove open schedules",,VOIP - 1 Seat,Proper Text Format,,,
,03.03.004,Opportunities-3-3-Opportunity - Detail Page - Tab - Products,Distributor Name,Distributor_Name,These fields come from the Dyamic Column selections and are suggested,,,Yes,No,"Can delete a product, but will remove open schedules",,Telarus,Proper Text Format,,,
,03.03.005,Opportunities-3-3-Opportunity - Detail Page - Tab - Products,Vendor Name,Vendor_Name,These fields come from the Dyamic Column selections and are suggested,,,Yes,No,"Can delete a product, but will remove open schedules",,Lingo,Proper Text Format,,,
Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
,03.04.000,Opportunities-3-4-Opportunity - Detail Page - Tab - Products - Add Existing Product to Opp Page,Distributor Name,Distributor_Name,Add Opportunity Product Form,,,"User select 1, shows only accounts w/ ""Distributor"" Account Type",Yes,"Must select Distributor, Vendor, Famliy, Subtype then Product",Drop Down with Options,Telarus,Proper Text Format,,,
,03.04.001,Opportunities-3-4-Opportunity - Detail Page - Tab - Products - Add Existing Product to Opp Page,Vendor Name,Vendor_Name,Add Opportunity Product Form,,,"User selec 2, shows only accounts with ""Vendor"" as Account Type",Yes,"Must select Distributor, Vendor, Famliy, Subtype then Product",Type Ahead Lookup,Lingo,Proper Text Format,,,
,03.04.002,Opportunities-3-4-Opportunity - Detail Page - Tab - Products - Add Existing Product to Opp Page,Product Family - Vendor,Product_Family_Vendor,Add Opportunity Product Form,,,"User Select 3, shows only values that match 1 and 2. No exceptions",Yes,"Must select Distributor, Vendor, Famliy, Subtype then Product",Drop Down with Options,UCaaS,Proper Text Format,,,
,03.04.003,Opportunities-3-4-Opportunity - Detail Page - Tab - Products - Add Existing Product to Opp Page,Product Name - Vendor,Product_Name_Vendor,Add Opportunity Product Form,,,"User Select 4, once selected, pulls default description, price, commission rate %",Yes,"Must select Distributor, Vendor, Famliy, Subtype then Product",Select Dropdown,UCaaS - 1 Seat,Proper Text Format,,,
,03.04.004,Opportunities-3-4-Opportunity - Detail Page - Tab - Products - Add Existing Product to Opp Page,Opportunity ID,Opportunity_ID,Pulled From current Opportunity,AutoGenerated,Yes,Yes,No,Pulled from Opportunity Detail Record,Numerical,B1112,Numerical,,,
,03.04.005,Opportunities-3-4-Opportunity - Detail Page - Tab - Products - Add Existing Product to Opp Page,Quantity,Quantity,Add Opportunity Product Form,,No,Defaults to 1.,Yes,User can enter any number,"numerical, two decimals",x.xx,Numerical,,,
,03.04.006,Opportunities-3-4-Opportunity - Detail Page - Tab - Products - Add Existing Product to Opp Page,Price Each,Price_Each,Add Opportunity Product Form,,No,Pulled From Product Catalog Default Price,Yes,User can enter any number,"Currency, two decimals",$100.00 ,"$X.XX, Neg ()",,,
,03.04.007,Opportunities-3-4-Opportunity - Detail Page - Tab - Products - Add Existing Product to Opp Page,Expected Commission Rate %,Expected_Commission_Rate_%,Add Opportunity Product Form,,No,Pulled From Product Catalog Default % x.xx%,Yes,"Rate is prepopulated, but user can edit before saving","Percentage, two decimals",10.00%,X.XX%,,,
,03.04.008,Opportunities-3-4-Opportunity - Detail Page - Tab - Products - Add Existing Product to Opp Page,Revenue Schedule Periods,Revenue_Schedule_Periods,Add Opportunity Product Form,,No,No,Yes,User can enter any WHOLE number,"Numerical, no decimals",12,Numerical,,,
,03.04.009,Opportunities-3-4-Opportunity - Detail Page - Tab - Products - Add Existing Product to Opp Page,Revenue Schedule Estimated Start Date,Revenue_Schedule_Estimated_Start_Date,Add Opportunity Product Form,,No,No,Yes,This should always default to 1st of the month and subsequent schedules are dated the 1st of each subsequent month until all periods are accounted for.,Date,2025-05-07,YYYY-MM-DD,,,
Approved,Field ID,Page Name,Field Label,Field_Name,Where does the data come from?,Formula,Read Only,Prepopulated,Entry Required,Field Notes,Field Type,Example Data,Field Format,,,
Left Column,03.04.110,Opportunities-3-4.1-Opportunity - Detail Page - Tab - Products - Add New Product to Catalog + Opp Page,Distributor Name,Distributor_Name,Add Opportunity Product Form,,,"User select 1, shows only accounts w/ ""Distributor"" Account Type",Yes,"Must select Distributor, Vendor, Famliy, Subtype then Product",Drop Down with Options,Telarus,Proper Text Format,,,
Left Column,03.04.111,Opportunities-3-4.1-Opportunity - Detail Page - Tab - Products - Add New Product to Catalog + Opp Page,Vendor Name,Vendor_Name,Add Opportunity Product Form,,,"User selec 2, shows only accounts with ""Vendor"" as Account Type",Yes,"Must select Distributor, Vendor, Famliy, Subtype then Product",Type Ahead Lookup,Lingo,Proper Text Format,,,
Left Column,03.04.112,Opportunities-3-4.1-Opportunity - Detail Page - Tab - Products - Add New Product to Catalog + Opp Page,Product Family - Vendor,Product_Family_Vendor,Add Opportunity Product Form,,,"User Select 3, shows only values that match 1 and 2. No exceptions",Yes,"Must select Distributor, Vendor, Famliy, Subtype then Product",Drop Down with Options,UCaaS,Proper Text Format,,,
Left Column,03.04.113,Opportunities-3-4.1-Opportunity - Detail Page - Tab - Products - Add New Product to Catalog + Opp Page,Product Subtype - Vendor,,,,,,,,,,,,,
