scenarioId,group,title,lane,status,validationScope,reason,executionMode,flowId,depositId,lineId,scheduleIds,notes,artifactPaths
"RS-047","Combined Variance","Usage higher and rate different","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","42bc2596-04aa-4fb4-b9e2-64c507e0ab03","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-14bc2-e-higher-and-rate-different-chromium/rs-047-detail-error.png"
"RS-048","Combined Variance","Usage exact but paid commission not supported by expected or derived rate","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-e7ab4-by-expected-or-derived-rate-chromium/rs-048-detail-error.png"
"RS-049","Combined Variance","Paid commission ties to deposit math, but not to schedule expectation","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-46299-not-to-schedule-expectation-chromium/rs-049-detail-error.png"
"RS-050","Combined Variance","Usage, rate, and commission all inconsistent","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-1188f-commission-all-inconsistent-chromium/rs-050-detail-error.png"
"RS-051","Combined Variance","Usage and commission both misallocated across multiple schedules","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","The underlying detail API was not healthy in the shared TEST DB.","test-results/reconciliation-suite--RS-0-6b95f-d-across-multiple-schedules-chromium/rs-051-detail-error.png"
"RS-052","Combined Variance","Some deposit lines align, others conflict against one schedule","needs-clarification","blocked","runtime-path-validation","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-mto1-combined-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","The underlying detail API was not healthy in the shared TEST DB.","test-results/reconciliation-suite--RS-0-26b7f-nflict-against-one-schedule-chromium/rs-052-detail-error.png"
"RS-053","Combined Variance","Part of deposit reconciles exactly and remainder carries variance","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-partial-review","699a0e77-69d6-485c-ba8e-ddacd988ecf8","1c37b342-821a-4b28-9e51-db131e84f780","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-c94ec--remainder-carries-variance-chromium/rs-053-detail-error.png"
"RS-054","Combined Variance","Opposing signals create abnormal effective rate","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-9e690-ate-abnormal-effective-rate-chromium/rs-054-detail-error.png"
"RS-055","Combined Variance","Higher bill with lower paid commission","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","42bc2596-04aa-4fb4-b9e2-64c507e0ab03","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-a1676--with-lower-paid-commission-chromium/rs-055-detail-error.png"
"RS-056","Data Quality","Distributor and vendor match but secondary metadata sparse","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-1237e-t-secondary-metadata-sparse-chromium/rs-056-detail-error.png"
"RS-057","Data Quality","Primary fields match but one secondary ID differs","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-82475-ut-one-secondary-ID-differs-chromium/rs-057-detail-error.png"
"RS-058","Data Quality","Standard fields weak, Additional Information field confirms schedule","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-a2160-ion-field-confirms-schedule-chromium/rs-058-detail-error.png"
"RS-059","Data Quality","Names differ but stronger IDs align","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-41346-ffer-but-stronger-IDs-align-chromium/rs-059-detail-error.png"
"RS-060","Data Quality","Friendly account name differs while IDs align","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-a074d-ame-differs-while-IDs-align-chromium/rs-060-detail-error.png"
"RS-061","Data Quality","Product naming differs between carrier and schedule","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-d9cae-etween-carrier-and-schedule-chromium/rs-061-detail-error.png"
"RS-062","Data Quality","Service ID absent on deposit but other metadata supports match","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-8a531-her-metadata-supports-match-chromium/rs-062-detail-error.png"
"RS-063","Data Quality","Location missing but customer/order data aligns","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-8864c--customer-order-data-aligns-chromium/rs-063-detail-error.png"
"RS-064","Data Quality","Other order ID absent but service and account align","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-3272a-t-service-and-account-align-chromium/rs-064-detail-error.png"
"RS-065","Data Quality","Customer ID absent from schedule/deposit pair","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-35459--from-schedule-deposit-pair-chromium/rs-065-detail-error.png"
"RS-066","Data Quality","Custom metadata mostly aligns with one conflicting value","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-f5672--with-one-conflicting-value-chromium/rs-066-detail-error.png"
"RS-067","Data Quality","Only primary fields plus dollar pattern make sense","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-78c51-s-dollar-pattern-make-sense-chromium/rs-067-detail-error.png"
"RS-068","Matching Conflict","Deposit could map to more than one valid schedule set","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","tc04-conflict-set","e70b304d-a4ab-4367-a983-3040460cbb1e","3efe948b-cc82-4c21-94f4-b0b9e5a4195a","5a72fad8-2ad0-4adf-8732-ffb4894e421f|c5bacc78-363b-470f-a4ab-1b211184b02f|518caafd-7d8e-4794-83a1-1e50e3468583|1e3f1193-b23c-4e32-bf0a-adb687ce87fc","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-dc44d-than-one-valid-schedule-set-chromium/rs-068-detail-error.png"
"RS-069","Matching Conflict","Two schedules look almost identical for same deposit line","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","tc03-dual-candidate-review","347dd9cf-7111-407b-8b3a-328a642fddd3","56742e01-8c59-4aba-9562-c00561873d78","54ce5402-0294-4337-b612-c514ad28865a|7192635a-363e-4ee7-8f03-706686ea6f3e","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-4fec4-tical-for-same-deposit-line-chromium/rs-069-detail-error.png"
"RS-070","Matching Conflict","Part of deposit cannot be assigned after best match","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-partial-review","699a0e77-69d6-485c-ba8e-ddacd988ecf8","1c37b342-821a-4b28-9e51-db131e84f780","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-7a919-e-assigned-after-best-match-chromium/rs-070-detail-error.png"
"RS-071","Matching Conflict","Applying deposit across schedules would exceed received totals","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","The underlying detail API was not healthy in the shared TEST DB.","test-results/reconciliation-suite--RS-0-1aa89-ould-exceed-received-totals-chromium/rs-071-detail-error.png"
"RS-072","Matching Conflict","Not all deposit lines needed but some still selected","needs-clarification","blocked","runtime-path-validation","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-mto1-combined-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","The underlying detail API was not healthy in the shared TEST DB.","test-results/reconciliation-suite--RS-0-2f41e-ded-but-some-still-selected-chromium/rs-072-detail-error.png"
"RS-073","Matching Conflict","No schedules satisfy metadata and amount expectations","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-none-no-candidates","da05d86d-8697-47a9-bffe-60981757ab95","70905f35-f273-47a0-979c-d53b6df3badf","","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-d1a24-ata-and-amount-expectations-chromium/rs-073-detail-error.png"
"RS-074","Matching Conflict","Bundle deposit appears but only some products exist as schedules","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","The underlying detail API was not healthy in the shared TEST DB.","test-results/reconciliation-suite--RS-0-b4c1f-products-exist-as-schedules-chromium/rs-074-detail-error.png"
"RS-075","Matching Conflict","Multiple lines appear to belong to one opp but different products","needs-clarification","blocked","runtime-path-validation","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-mto1-combined-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","The underlying detail API was not healthy in the shared TEST DB.","test-results/reconciliation-suite--RS-0-dd7a3--opp-but-different-products-chromium/rs-075-detail-error.png"
"RS-076","Matching Conflict","Names align but deal-specific IDs point elsewhere","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-5cbf6-pecific-IDs-point-elsewhere-chromium/rs-076-detail-error.png"
"RS-077","Matching Conflict","One line may apply to several product types under same account","ui-review","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","The underlying detail API was not healthy in the shared TEST DB.","test-results/reconciliation-suite--RS-0-c340a-ct-types-under-same-account-chromium/rs-077-detail-error.png"
"RS-078","Carrier Issues","Carrier pays prior month in current file","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-f8fa8-prior-month-in-current-file-chromium/rs-078-detail-error.png"
"RS-079","Carrier Issues","Carrier prepays earlier than expected","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-238e9-epays-earlier-than-expected-chromium/rs-079-detail-error.png"
"RS-080","Carrier Issues","Standard line includes unexpected extra commission","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","42bc2596-04aa-4fb4-b9e2-64c507e0ab03","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-a6d33-unexpected-extra-commission-chromium/rs-080-detail-error.png"
"RS-081","Carrier Issues","Current line reduced by prior-period chargeback","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","0b3d997c-1fa2-4ec4-b3ef-fb9c55d435b1","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-74fbc--by-prior-period-chargeback-chromium/rs-081-detail-error.png"
"RS-082","Carrier Issues","Metadata aged but IDs and amounts fit","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-4ef1b-ged-but-IDs-and-amounts-fit-chromium/rs-082-detail-error.png"
"RS-083","Carrier Issues","Customer name text wrong but unique IDs right","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-168d0--wrong-but-unique-IDs-right-chromium/rs-083-detail-error.png"
"RS-084","Carrier Issues","Carrier pays a line that should no longer be active","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-76397--should-no-longer-be-active-chromium/rs-084-detail-error.png"
"RS-085","Carrier Issues","Deposit line contains only vendor/distributor and dollars","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-05950-dor-distributor-and-dollars-chromium/rs-085-detail-error.png"
"RS-086","Carrier Issues","Actual rate includes extra decimal precision before rounding","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","c51b5f32-666f-4ccc-9069-56ba50bdec17","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-8861f-l-precision-before-rounding-chromium/rs-086-detail-error.png"
"RS-087","Carrier Issues","Actual commission not tied proportionally to usage","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","4868fa49-89f5-44b7-ab5a-803ca5816e32","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-1a9b3-ied-proportionally-to-usage-chromium/rs-087-detail-error.png"
"RS-088","System Edge Cases","Commission off by $0.01 high","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","c51b5f32-666f-4ccc-9069-56ba50bdec17","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-02ffb-Commission-off-by-0-01-high-chromium/rs-088-detail-error.png"
"RS-089","System Edge Cases","Commission off by $0.01 low","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","c51b5f32-666f-4ccc-9069-56ba50bdec17","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-da94d--Commission-off-by-0-01-low-chromium/rs-089-detail-error.png"
"RS-090","System Edge Cases","Split leaves one-cent remainder","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1tom-split-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","The underlying detail API was not healthy in the shared TEST DB.","test-results/reconciliation-suite--RS-0-1cd36-t-leaves-one-cent-remainder-chromium/rs-090-detail-error.png"
"RS-091","System Edge Cases","Aggregated lines create cent residual","needs-clarification","blocked","runtime-path-validation","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-mto1-combined-family","75fd941e-8614-40fc-b9ee-39acac07450e","b206178c-5f7e-44a4-9455-b017ff854d13","1274ec2a-54c2-4dcb-9185-6f1cee0de73c","The underlying detail API was not healthy in the shared TEST DB.","test-results/reconciliation-suite--RS-0-48094--lines-create-cent-residual-chromium/rs-091-detail-error.png"
"RS-092","System Edge Cases","Actual derived rate rounds to expected after 2 decimals","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","c51b5f32-666f-4ccc-9069-56ba50bdec17","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-5e58b-o-expected-after-2-decimals-chromium/rs-092-detail-error.png"
"RS-093","System Edge Cases","Actual derived rate rounds below expected at 2 decimals","deterministic","blocked","scenario-proof","Deposit detail endpoint returned HTTP 500 for the mapped runtime fixture.","browser-live","generic-1to1-candidate-review","6eef0836-1147-47ed-8413-e1d089268cf0","fe5e4fe1-d816-4826-ba7f-5dcc73e4e83e","098200f0-c427-4e12-92d5-1c398263f851","The browser reached the deposit route, but the underlying detail API was not healthy in the shared TEST DB. | Marked blocked instead of failed because this is an environment/runtime-fixture issue, not a verified reconciliation logic regression.","test-results/reconciliation-suite--RS-0-28689-elow-expected-at-2-decimals-chromium/rs-093-detail-error.png"
